zip_code,total_returns,adj_gross_inc,business_returns,business_income,farming_return,unemp_returns,unemp_comp,ssn_returns,ssn_benefits,student_loans,student_loan_deduction,real_estate_returns,real_estate_taxes,child_credits,child_credit_amt,earned_inc_ret,earned_inc_tax
50133,210,9395,40,139,60,30,448,40,570,0,0,0,0,60,116,40,115
50134,330,26475,60,448,0,50,401,50,1032,30,28,30,108,70,215,20,43
50135,760,48864,90,886,70,170,1288,170,2681,50,21,20,63,170,409,70,140
50136,170,9547,20,116,40,40,376,40,602,0,0,0,0,50,119,20,30
50138,5380,321862,650,5509,230,1320,9458,1090,14864,490,327,190,736,1330,3203,710,1602
50139,550,32847,90,574,120,90,818,110,1535,40,35,0,0,150,423,50,101
50140,860,44208,140,866,110,130,1371,150,2236,90,69,30,94,190,411,160,371
50141,240,14315,40,122,20,30,272,70,898,0,0,0,0,50,128,20,37
50143,280,21545,40,172,50,60,469,50,769,0,0,0,0,80,239,0,0
50144,1190,64005,200,1897,220,160,1721,220,3100,100,58,30,113,300,712,250,596
50146,230,14194,40,223,30,50,445,40,637,0,0,0,0,60,148,30,53
50147,170,8987,30,96,40,0,0,30,401,0,0,0,0,30,69,30,38
50148,170,10234,20,49,20,30,341,40,532,0,0,0,0,40,110,20,48
50149,400,22016,80,1510,100,80,758,60,724,20,16,0,0,110,269,60,168
50150,370,19284,40,81,60,100,620,70,612,20,12,0,0,110,318,50,84
50151,340,20795,80,795,60,50,601,70,1084,0,0,0,0,80,204,40,60
50153,360,28119,50,194,60,70,496,60,1029,30,24,0,0,100,289,0,0
50154,250,16488,20,110,20,30,291,40,566,30,11,0,0,70,187,0,0
50155,120,5314,0,0,0,0,0,20,334,0,0,0,0,20,40,0,0
50156,2160,159285,300,2628,100,330,3086,430,6620,230,201,120,574,610,1613,170,353
50157,330,19874,40,62,60,60,561,60,819,0,0,0,0,80,185,30,52
50158,14050,818217,1320,14089,220,2890,25232,2510,38515,820,571,480,2272,3810,9194,2300,5383
50161,980,68598,150,1285,90,160,1426,150,2349,120,90,50,154,260,713,90,158
50162,540,33509,70,440,50,90,632,90,1252,50,29,0,0,160,452,60,110
50164,280,16022,50,144,40,50,608,60,706,0,0,0,0,70,192,40,86
50166,690,45994,110,1248,90,130,1332,120,1517,80,53,0,0,210,562,60,137
50167,360,23572,60,254,40,50,486,70,1091,40,27,0,0,100,282,30,53
50168,410,30768,80,372,40,70,804,70,1260,40,20,20,98,110,303,40,55
50169,1290,92267,160,1530,50,260,2745,230,3472,110,70,70,353,350,853,110,248
50170,1400,98205,180,1567,110,330,2586,270,3983,140,97,70,254,390,1035,150,295
50171,1300,99258,200,1962,140,240,2066,320,5341,110,71,60,291,290,660,150,376
50173,340,17018,50,78,30,70,669,50,761,0,0,0,0,60,168,30,58
50174,560,31904,60,131,100,120,1092,90,1098,30,16,0,0,150,347,70,176
50201,4000,286610,510,6194,140,680,6320,750,12164,460,326,220,1137,1030,2657,410,831
50206,200,12802,30,106,40,30,304,50,869,0,0,0,0,60,152,20,51
50207,1070,69483,160,1293,150,230,1638,200,3110,130,74,40,113,320,874,110,237
50208,9210,540499,970,7703,200,1810,16836,1810,26526,710,510,370,1626,2150,4951,1370,3033
50210,830,61039,140,1925,150,130,1422,200,2562,60,46,40,210,230,648,60,156
50211,7450,682508,1030,13581,140,1190,12976,1120,20119,990,769,850,5113,2460,6939,560,1148
50212,1450,95554,240,1378,100,190,1799,310,4604,130,83,50,175,390,1021,130,304
50213,3330,176078,400,4592,270,550,5614,520,6937,230,137,90,329,890,2128,540,1248
50214,410,34439,60,228,40,110,754,50,958,40,33,30,116,120,347,0,0
50216,1360,149060,280,3908,110,190,1966,380,7352,80,59,130,911,320,764,120,209
50217,260,18116,30,61,50,40,286,50,818,20,11,0,0,60,142,30,57
50219,6230,576234,970,10870,280,1500,9504,1330,23534,680,540,700,3812,1710,5453,420,830
50220,4180,224527,470,2983,100,630,5847,560,8383,260,202,120,474,1190,2820,690,1601
50222,220,15090,30,153,60,40,285,40,527,0,0,0,0,50,166,0,0
50223,150,9246,0,0,30,20,260,30,446,0,0,0,0,30,57,0,0
50225,1400,97807,220,2100,140,290,2204,250,3357,180,131,60,241,420,1151,150,319
50226,3160,365026,540,6631,60,450,4441,470,8915,360,262,400,2984,1170,3906,130,260
50228,1130,84819,180,2010,90,220,1983,210,3371,130,96,40,151,350,1026,90,204
50229,560,61823,120,2665,90,70,808,100,1458,30,16,70,371,150,413,30,62
50230,500,34100,80,693,80,60,549,80,1260,40,31,0,0,120,341,40,88
50232,230,17416,30,266,30,50,390,50,741,0,0,0,0,60,160,20,53
50233,650,38515,110,1118,50,130,1253,140,1992,40,33,0,0,160,304,80,164
50234,270,21858,40,117,30,50,523,60,774,20,5,0,0,70,185,20,41
50235,210,10203,30,267,30,30,252,30,468,0,0,0,0,40,82,30,84
50236,760,54351,120,884,40,120,1006,140,2116,110,87,30,98,250,713,60,145
50237,1560,143376,260,3779,90,280,2624,290,4822,140,103,160,932,450,1272,80,159
50238,470,26384,70,331,100,60,572,110,1290,40,26,0,0,110,209,70,196
50240,1150,93913,220,3554,160,200,2061,220,3410,110,76,80,418,320,883,80,176
50242,220,12134,40,181,50,40,344,30,463,0,0,0,0,40,110,20,41
50244,940,70521,120,891,40,140,1393,180,3065,120,69,60,315,260,688,50,95
50246,300,19607,50,451,40,40,390,60,902,30,18,0,0,70,180,20,45
50247,1100,82506,140,906,120,180,1526,210,3038,110,54,30,74,330,937,100,228
50248,2160,168603,310,4346,120,300,2672,510,8273,220,165,140,593,540,1518,150,311
50249,570,35358,80,575,80,80,782,130,1727,50,36,0,0,120,269,50,119
50250,1180,67153,170,1645,90,190,1849,240,3113,120,92,40,117,280,732,150,308
50251,620,47796,120,985,80,120,925,130,2248,50,34,30,70,180,573,40,72
50252,180,12664,30,197,0,30,305,30,507,0,0,0,0,40,90,0,0
50254,140,7699,20,79,50,40,385,0,0,0,0,0,0,30,78,20,39
50256,230,13908,20,-1,0,80,570,40,629,0,0,0,0,40,118,0,0
50257,470,32552,50,422,70,80,870,80,1166,40,29,20,82,160,426,60,147
50258,360,20318,40,438,40,50,406,90,1174,0,0,0,0,80,160,50,91
50261,1310,144204,240,5307,100,210,2320,170,3057,140,110,180,1132,450,1507,70,156
50262,190,8806,30,9,40,40,459,50,671,0,0,0,0,30,57,30,59
50263,12790,1480707,1880,34892,100,1960,21270,1530,26979,1770,1364,1440,10463,4110,11795,920,2056
50264,190,10483,30,44,40,40,452,40,531,0,0,0,0,40,109,40,77
50265,16660,1730913,2430,38626,80,2790,32248,2650,49219,1780,1350,1580,11135,4010,9674,1640,3377
50266,19180,2170245,2630,47732,80,2910,32836,2550,50696,2360,1827,2000,15356,4420,11165,1530,3167
50268,390,19450,60,212,40,100,911,70,862,0,0,0,0,90,205,70,166
50271,280,15146,40,286,40,30,340,50,790,30,11,0,0,60,147,20,40
50273,4060,296422,730,7760,340,650,6524,750,11906,390,269,290,1626,1120,3024,460,937
50274,170,9013,20,4,40,30,265,30,486,0,0,0,0,30,93,0,0
50275,230,11555,20,32,60,40,433,40,484,0,0,0,0,50,128,30,62
50276,1030,69733,130,728,100,150,1342,210,3583,100,72,50,206,240,595,100,212
50277,220,12668,40,60,30,50,517,40,755,0,0,0,0,70,161,30,89
50278,380,23252,60,599,40,50,379,80,1077,30,29,0,0,80,228,40,99
50309,5680,400841,600,7645,0,1020,11231,240,4116,1010,816,280,2371,400,615,600,824
50310,15750,907939,2180,26016,40,3130,35401,2070,31540,1940,1490,1090,5272,3510,7498,2300,4981
50311,5950,328911,930,11068,0,1200,14381,590,9067,680,475,330,1569,1330,3008,960,1859
50312,7560,911480,1260,30042,30,1190,14213,1510,30052,800,613,1030,9849,1500,3881,580,1026
50313,8150,425936,940,9550,0,1810,19496,980,13904,600,379,270,1152,1940,3874,1490,3465
50314,4900,167148,780,7393,0,1180,13657,200,2410,300,228,50,254,1280,2138,1600,4264
50315,17770,827372,2000,21002,30,4010,44558,1940,25455,1490,1102,490,2307,4250,8267,3560,8155
50316,7160,275617,940,10189,0,1650,18294,610,6582,430,302,110,389,1930,3432,1760,4219
50317,17770,843883,2040,20533,30,4120,43907,2240,27702,1330,902,580,2319,4550,9223,3490,8240
50320,10580,553192,1360,13980,30,2210,24225,1160,16741,830,641,480,2277,3030,6518,2030,5005
50321,3870,395445,560,8006,0,690,8565,680,13568,340,256,380,3247,840,1856,570,1458
50322,15920,1192818,2270,30306,60,2770,30542,2890,51627,1740,1308,1320,7053,3910,9633,1560,3276
50323,7730,1542667,1340,32712,70,950,10656,1280,27972,640,466,1530,13570,2820,9125,250,483
50324,2690,191908,430,6494,0,460,5089,570,9839,310,248,230,1117,610,1569,270,551
50325,8920,1155370,1470,29512,70,1240,14107,1710,37437,710,546,1350,10496,2710,7805,600,1357
50327,5790,451851,810,11080,30,1070,11206,1120,19236,550,414,500,2712,1650,4182,560,1336
50401,13640,853654,1520,17329,150,2720,24938,2600,36981,1030,671,520,2761,2930,6471,2150,4314
50420,190,10271,0,0,30,30,248,40,651,0,0,0,0,30,75,30,43
50421,1410,85157,210,1549,90,270,2863,340,4845,90,76,60,160,320,807,170,430
50423,1280,78818,220,1864,140,200,1735,280,4040,90,49,30,85,310,755,140,291
50424,690,48196,140,1835,150,100,916,190,2863,70,52,20,44,170,410,80,173
50428,4630,389554,720,10925,180,810,7654,1150,18761,330,229,370,2830,950,2437,450,810
50430,200,11887,30,90,40,20,227,40,808,0,0,0,0,30,81,0,0
50433,110,8678,0,0,30,0,0,30,471,0,0,0,0,30,106,0,0
50434,200,11796,30,60,0,60,588,40,459,0,0,0,0,50,112,0,0
50435,350,20524,60,410,50,60,531,60,957,20,5,0,0,70,191,40,91
50436,2590,169952,400,3165,120,650,6200,550,8204,260,177,100,405,590,1472,320,651
50438,1880,132817,290,2306,160,380,3223,440,6906,160,117,60,256,470,1274,200,435
50439,120,6308,0,0,20,20,290,20,168,0,0,0,0,20,51,20,55
50440,210,10974,30,333,30,30,317,40,390,0,0,0,0,40,109,0,0
50441,2360,140501,370,3533,170,310,2824,540,7755,170,107,80,282,560,1293,390,925
50444,200,11952,30,87,0,30,363,50,825,0,0,0,0,40,109,0,0
50446,260,17296,30,57,30,50,393,50,712,0,0,0,0,60,148,0,0
50447,470,27074,90,686,70,90,652,90,1789,40,19,0,0,130,338,60,120
50448,330,17634,40,230,60,60,401,50,763,0,0,0,0,70,182,30,76
50449,340,15167,50,260,30,90,759,60,629,0,0,0,0,70,169,70,179
50450,1390,83593,180,1791,100,310,2671,300,4144,110,59,30,114,310,797,180,364
50451,220,13798,30,74,60,40,380,40,584,0,0,0,0,40,79,30,69
50452,350,20999,80,850,50,40,442,70,1129,30,14,0,0,80,217,40,108
50453,240,13934,20,120,30,80,748,60,961,0,0,0,0,40,111,30,44
50455,140,8767,20,150,40,30,182,20,262,0,0,0,0,30,88,0,0
50456,810,46840,90,716,60,170,1645,170,2096,60,31,0,0,190,442,110,238
50457,160,10418,20,34,30,30,265,40,546,0,0,0,0,30,74,0,0
50458,940,60829,120,1198,80,140,1117,190,2564,70,38,30,115,250,648,100,234
50459,1420,86210,250,2016,170,290,2603,300,4637,130,71,40,101,340,823,170,346
50460,160,9460,40,316,50,20,129,30,341,0,0,0,0,40,119,0,0
50461,2620,174594,440,6532,290,430,3640,580,8723,230,149,110,360,630,1612,300,637
50464,300,18179,50,274,30,60,566,60,827,0,0,0,0,70,146,30,78
50466,810,44260,140,1317,170,130,906,170,2308,60,40,0,0,180,451,100,208
50468,730,47718,100,434,100,130,1095,160,2232,60,29,0,0,160,432,70,126
50469,720,51423,100,696,110,130,1219,160,2196,60,33,0,0,200,587,70,136
50470,110,5666,0,0,0,20,141,30,396,0,0,0,0,20,41,0,0
50471,330,18762,40,574,50,40,479,50,882,40,23,0,0,80,206,30,82
50472,1100,81603,210,2594,180,140,1408,230,3910,90,54,40,159,260,774,90,199
50473,110,5889,0,0,0,30,242,20,302,0,0,0,0,20,45,0,0
50475,790,51718,130,1144,80,120,1031,170,2416,60,31,30,75,220,528,90,174
50476,380,21167,60,496,70,50,399,70,841,20,8,0,0,70,192,30,76
50477,130,6786,0,0,0,0,0,30,343,0,0,0,0,0,0,0,0
50478,390,21284,70,183,50,90,908,80,1070,0,0,0,0,80,128,60,124
50479,320,18772,30,339,50,40,423,70,830,20,5,0,0,80,192,40,76
50480,410,28116,60,666,80,70,634,90,1330,0,0,0,0,80,221,40,69
50482,420,32341,80,263,30,70,706,90,1639,40,23,20,122,90,268,30,36
50483,360,22212,60,386,70,40,270,80,1004,30,13,0,0,80,194,30,64
50484,190,10699,30,205,40,40,330,50,676,0,0,0,0,40,107,0,0
50501,12620,749288,1340,13743,180,2030,19739,2110,31365,910,603,470,2666,2790,6310,2080,4724
50510,480,27729,110,1038,90,40,366,110,1751,30,20,0,0,120,260,70,169
50511,3470,241816,650,6046,240,490,4504,810,12197,320,217,180,845,770,2069,370,706
50514,630,37469,130,1403,90,150,1201,170,2423,50,30,0,0,140,343,70,172
50515,120,6251,0,0,0,0,0,30,398,0,0,0,0,20,42,0,0
50516,360,21997,40,106,0,50,526,70,1004,30,6,0,0,100,243,30,59
50517,460,28007,70,466,80,50,473,100,1337,20,12,0,0,100,216,40,103
50518,140,9815,0,0,30,0,0,30,465,0,0,0,0,40,102,0,0
50519,270,15770,40,217,40,50,324,50,763,0,0,0,0,60,161,30,80
50522,330,19541,60,218,50,70,490,80,1058,20,7,0,0,70,184,30,70
50523,280,17409,30,143,50,40,382,60,873,0,0,0,0,70,200,30,61
50524,210,17778,30,35,50,30,321,50,979,0,0,0,0,50,173,0,0
50525,1540,96713,240,2921,120,200,1814,330,4965,120,68,70,312,410,969,180,458
50528,160,10238,0,0,40,20,205,30,467,0,0,0,0,30,83,0,0
50529,400,20777,50,244,0,60,562,70,815,40,21,0,0,80,222,40,86
50530,510,27190,90,533,50,90,779,90,1318,50,25,0,0,140,381,80,135
50531,110,7219,0,0,30,0,0,30,507,0,0,0,0,0,0,0,0
50532,410,23086,50,83,50,80,747,70,975,30,8,0,0,90,222,50,97
50533,1660,89733,200,1429,80,210,1980,310,4293,130,72,30,88,460,1078,290,746
50535,430,25692,70,747,70,60,539,80,1316,40,29,0,0,110,238,60,129
50536,1940,120588,320,4063,140,330,3290,450,6449,180,107,90,401,450,1129,260,547
50538,240,12619,40,274,20,40,379,50,572,0,0,0,0,60,142,40,84
50539,230,12713,40,223,40,30,278,40,622,0,0,0,0,50,109,20,62
50540,450,28510,80,750,100,50,456,90,1478,30,19,0,0,120,289,60,157
50541,360,20615,50,136,60,50,461,70,1040,0,0,0,0,80,244,50,107
50542,430,26423,60,519,30,70,644,100,1395,0,0,0,0,100,217,60,141
50543,690,40551,110,462,90,100,883,130,1912,60,42,0,0,160,410,70,179
50544,220,10997,20,36,20,40,426,50,577,0,0,0,0,60,171,30,69
50545,110,6157,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
50546,160,9847,30,173,40,0,0,40,657,0,0,0,0,30,103,20,54
50548,2770,216231,430,4307,220,340,3246,630,9947,240,143,140,805,710,1941,300,667
50554,740,39106,100,444,70,140,1303,160,2278,50,38,0,0,160,317,130,247
50556,130,7097,0,0,30,0,0,40,513,0,0,0,0,20,46,0,0
50557,340,17735,30,252,30,40,323,70,872,20,8,0,0,60,195,40,92
50558,270,19750,60,83,60,40,382,50,778,0,0,0,0,60,188,20,44
50559,170,9424,30,440,30,20,258,40,649,0,0,0,0,30,64,0,0
50560,230,13233,40,75,50,20,228,50,694,0,0,0,0,60,149,30,64
50561,220,12242,30,98,30,0,0,40,673,0,0,0,0,60,152,30,71
50562,220,12936,40,206,50,20,157,60,784,0,0,0,0,40,103,0,0
50563,1140,75934,190,2223,130,130,1253,250,3897,120,67,50,207,280,765,120,265
50565,180,8655,30,136,20,30,204,30,359,0,0,0,0,30,80,30,68
50566,210,11740,0,0,30,20,262,40,656,0,0,0,0,50,129,20,49
50568,670,40349,130,1816,80,70,738,100,1673,60,43,0,0,200,519,90,242
50569,340,19498,30,54,20,60,547,80,889,30,15,0,0,70,157,40,65
50570,90,7224,0,0,40,0,0,0,0,0,0,0,0,20,81,0,0
50571,160,9021,20,33,40,30,223,40,596,0,0,0,0,30,76,0,0
50574,1020,63826,150,2101,110,120,1182,270,4188,70,48,40,86,220,543,130,323
50575,390,20871,50,268,60,40,330,90,1252,30,17,0,0,80,225,40,75
50576,180,11083,20,130,30,0,0,40,455,0,0,0,0,40,73,0,0
50577,170,8701,20,85,30,0,0,40,448,0,0,0,0,30,92,0,0
50578,270,16297,50,186,40,50,479,60,936,0,0,0,0,60,129,40,82
50579,1160,66507,190,1877,120,100,1053,260,3932,100,72,30,113,250,654,160,331
50581,360,22822,50,239,60,50,630,70,1303,0,0,0,0,80,207,70,163
50583,1330,82792,200,1355,120,130,965,300,4613,130,73,40,115,260,653,140,304
50585,520,32117,70,672,60,70,696,100,1430,50,34,0,0,130,342,70,141
50586,140,7929,20,155,30,0,0,30,388,0,0,0,0,30,68,0,0
50588,6210,363248,680,7201,190,810,7726,800,12496,320,232,170,973,1880,4368,1110,2660
50590,390,19812,70,267,70,60,543,80,932,30,24,0,0,80,157,80,172
50591,150,7938,0,0,20,30,241,20,400,0,0,0,0,40,90,0,0
50594,130,8126,20,10,0,20,255,30,463,0,0,0,0,20,34,0,0
50595,4140,272236,520,5910,160,580,5078,800,12281,350,258,160,695,1050,2460,540,1129
50597,590,41814,160,1720,160,60,534,130,2130,40,21,20,50,130,339,50,142
50598,400,24571,80,456,60,40,468,70,937,30,19,0,0,110,317,50,107
50599,160,11655,0,0,30,20,169,30,479,0,0,0,0,40,100,0,0
50601,1130,63930,170,1851,150,160,1383,230,3344,100,61,20,49,240,590,170,331
50602,730,44340,120,1006,90,110,1020,190,2799,60,38,0,0,180,454,90,177
50603,270,14382,50,645,70,40,390,30,510,0,0,0,0,60,187,20,54
50604,820,50398,130,1276,110,130,1095,170,2323,80,57,30,97,220,610,100,175
50606,350,18709,50,753,90,80,709,80,1178,0,0,0,0,70,193,40,94
50607,220,13598,30,249,50,40,338,60,662,0,0,0,0,50,130,20,64
50609,200,14248,30,199,20,40,364,40,631,0,0,0,0,40,110,0,0
50611,150,8324,0,0,40,30,339,30,371,0,0,0,0,30,92,30,68
50612,150,24673,20,126,30,20,208,30,626,0,0,0,0,40,101,0,0
50613,18320,1612294,2490,40851,250,2960,28959,3890,71963,2050,1415,1580,8812,4220,12115,1470,3014
50616,4490,283604,610,5652,300,930,9528,930,13695,330,218,160,638,1060,2611,680,1576
50619,980,58647,150,1812,140,160,1294,220,2873,100,74,30,92,230,638,100,204
50621,680,52055,90,683,40,100,836,160,2764,70,52,20,62,170,422,50,115
50622,1570,138394,270,3359,70,290,2124,350,5942,180,129,110,490,510,1584,110,190
50624,870,80114,130,2211,70,150,1205,200,3781,110,71,60,259,270,861,60,118
50625,430,23179,80,488,60,70,706,90,1293,20,12,0,0,100,213,70,153
50626,790,49227,100,1222,70,180,1343,150,2201,80,39,0,0,220,585,100,189
50627,1460,83980,250,3229,110,160,1626,310,4839,130,79,20,113,340,782,230,499
50628,560,34183,90,1894,140,90,629,120,1689,0,0,0,0,130,365,70,127
50629,980,63124,170,2538,160,160,1349,190,2593,80,60,30,104,290,892,80,159
50630,750,46200,110,837,120,170,1193,170,2569,60,40,0,0,180,477,80,164
50632,520,28790,60,437,40,110,1169,100,1599,30,9,0,0,110,250,70,151
50633,160,9530,30,399,30,20,202,30,398,0,0,0,0,30,72,30,63
50635,710,44010,80,265,90,120,779,180,2888,70,38,0,0,160,400,70,147
50636,840,54213,170,1468,140,140,1185,240,3719,80,42,30,71,180,494,80,174
50638,1560,104552,270,4376,100,240,2134,380,5757,150,102,70,288,410,1123,160,306
50641,640,30290,130,2716,130,110,1076,100,1035,30,11,0,0,170,445,90,200
50642,260,16016,30,125,20,60,448,40,544,40,16,0,0,80,211,30,57
50643,1350,112709,180,1489,70,270,2528,300,5301,160,117,70,385,410,1243,100,210
50644,4200,280043,560,5797,220,790,6817,830,12312,370,251,170,644,1060,2823,460,1020
50645,530,34242,120,1100,130,110,1122,120,1701,30,8,0,0,110,356,50,78
50647,910,70132,150,942,50,190,1975,210,2981,100,61,50,270,270,830,70,104
50648,1880,152673,270,2050,170,430,3649,360,5795,230,140,80,379,550,1660,160,325
50650,350,19364,50,202,50,80,761,80,1090,20,12,0,0,80,154,50,111
50651,1720,113366,250,3168,150,360,3105,350,5493,160,113,40,150,470,1240,150,341
50653,280,16176,40,38,40,50,476,60,1036,20,4,0,0,60,147,30,48
50654,220,14274,40,259,50,30,251,40,578,0,0,0,0,40,119,0,0
50655,340,19265,40,95,40,60,615,80,1076,20,7,0,0,80,190,40,89
50658,1080,67356,190,1138,120,240,2085,200,3062,120,77,30,81,290,719,140,280
50659,2470,175925,380,4052,240,520,3900,520,7780,220,138,80,313,590,1589,260,485
50660,620,41918,90,392,50,150,1195,120,1937,50,26,20,84,160,445,70,145
50662,2970,147748,300,2453,100,610,5890,590,8121,190,123,60,255,710,1538,600,1335
50665,1340,101620,260,3575,160,230,2141,310,4665,170,121,70,292,360,1011,120,260
50666,450,26913,50,222,80,80,729,90,1190,40,27,0,0,100,263,40,64
50667,390,25542,40,282,0,100,706,100,1341,20,9,0,0,90,228,20,36
50668,570,38336,70,626,80,90,710,130,2198,50,34,0,0,150,435,40,78
50669,1100,93037,150,1508,90,170,1359,260,4412,100,65,40,150,260,770,70,201
50670,930,60641,130,985,80,170,1436,250,3842,100,62,30,98,240,648,70,130
50671,110,6765,0,0,30,0,0,20,412,0,0,0,0,0,0,0,0
50672,260,17819,40,594,40,40,347,70,1031,0,0,0,0,60,163,20,51
50674,1600,104646,250,1978,260,330,2522,400,5953,130,102,30,89,370,1002,180,371
50675,1100,67998,150,1232,90,170,1317,240,3781,90,72,30,81,270,650,130,269
50676,880,54627,140,934,90,180,1462,170,2422,100,77,0,0,240,622,90,202
50677,5440,419339,850,11331,290,880,8147,1300,22557,620,507,350,1862,1470,4287,450,899
50680,550,35524,100,987,90,70,712,140,2120,60,45,0,0,130,310,70,157
50681,200,10931,0,0,30,50,327,40,504,0,0,0,0,40,93,30,81
50682,680,43755,110,1027,120,130,1055,130,2092,60,40,0,0,190,538,60,164
50701,14610,1038762,1750,24041,120,2920,28981,2880,46788,1440,998,730,4323,3060,7095,2110,4656
50702,9960,457653,1060,11255,40,2300,22161,1490,19051,820,542,270,689,2430,4748,1950,4484
50703,8230,320284,720,5007,110,1920,20273,1050,12777,470,284,100,275,2010,3491,2320,5680
50707,3690,174555,380,3412,0,950,8955,610,7137,270,181,40,142,860,1776,610,1353
50801,4170,233675,530,5715,320,880,7860,880,12026,320,199,130,601,990,2212,720,1503
50830,720,38912,110,884,160,140,1262,120,1569,60,22,0,0,180,444,140,274
50833,950,49733,190,1291,180,140,1108,190,2319,60,31,0,0,240,617,150,329
50836,160,8857,0,0,40,0,0,30,444,0,0,0,0,30,62,0,0
50837,130,6857,20,2,40,30,224,30,539,0,0,0,0,30,48,0,0
50840,210,11549,30,96,40,40,395,40,469,0,0,0,0,50,118,40,66
50841,1190,67737,220,2672,210,180,1422,230,3205,100,59,0,0,270,641,170,367
50843,260,13214,30,164,60,40,306,50,803,0,0,0,0,50,131,40,80
50845,300,15284,60,284,100,40,384,70,720,0,0,0,0,80,178,50,90
50846,490,27395,70,621,130,80,611,100,1312,40,19,0,0,120,299,70,174
50848,150,6587,20,55,40,0,0,30,365,0,0,0,0,30,78,0,0
50849,1300,83369,230,3705,140,210,1765,280,4244,120,70,40,145,280,705,160,330
50851,890,54201,130,1597,140,140,1314,180,2533,50,32,0,0,240,582,150,365
50853,270,18475,60,567,80,40,428,60,896,0,0,0,0,70,177,30,56
50854,970,54651,220,1429,180,130,1264,210,2870,80,48,20,91,230,569,160,349
50857,110,6950,0,0,30,0,0,20,398,0,0,0,0,20,41,20,52
50858,350,17509,50,102,100,70,618,80,884,0,0,0,0,70,158,40,109
50859,250,12234,30,157,60,40,314,60,657,0,0,0,0,60,120,40,102
50860,120,4411,30,319,40,0,0,20,188,0,0,0,0,0,0,20,47
50861,120,5325,0,0,40,0,0,20,291,0,0,0,0,30,63,0,0
50864,800,43837,130,917,130,130,1290,170,2608,60,33,0,0,170,393,120,256
51001,970,65942,140,1798,110,120,1023,200,2895,100,69,30,82,290,810,110,250
51002,1270,84609,200,1425,140,160,1630,220,3452,130,81,40,140,370,1071,150,345
51003,750,55757,130,1131,110,120,1248,140,1927,100,72,40,159,230,670,60,116
51004,460,30191,80,450,80,60,490,90,1332,20,5,0,0,100,234,70,153
51005,700,46128,90,1342,90,80,730,170,2343,80,52,0,0,180,463,70,142
51006,460,26080,50,484,70,50,443,100,1192,20,15,0,0,130,246,60,130
51007,320,25113,50,146,40,40,410,70,1066,30,14,0,0,90,278,30,53
51010,200,9796,30,201,40,30,259,40,534,0,0,0,0,30,80,30,75
51012,3120,186779,420,3433,190,370,3545,700,10623,220,163,110,411,660,1769,470,794
51014,240,17094,30,162,50,0,0,60,1147,0,0,0,0,40,153,0,0
51016,610,37524,100,835,90,70,738,140,1889,50,26,0,0,140,361,80,177
51018,160,9892,0,0,40,0,0,30,397,0,0,0,0,50,131,30,56
51019,360,25347,40,433,90,30,292,90,1273,0,0,0,0,70,198,50,126
51020,270,22912,40,172,60,30,285,50,877,0,0,0,0,70,212,30,66
51022,360,26113,40,93,100,50,425,70,1297,30,14,0,0,80,197,30,59
51023,1390,77196,180,982,100,180,1451,230,3128,90,65,20,64,400,1012,210,454
51024,960,79869,170,1530,120,140,1120,190,3281,110,90,60,235,290,890,50,111
51025,950,71845,130,1348,130,90,919,220,3574,70,52,40,80,230,625,90,193
51026,360,23223,60,510,70,60,559,80,1232,30,15,0,0,80,222,40,92
51027,570,39362,90,1004,120,60,545,80,1202,60,32,20,70,140,417,50,120
51028,960,70888,150,1408,140,110,1203,200,3302,80,62,30,107,250,681,100,251
51029,110,6823,0,0,20,0,0,20,315,0,0,0,0,0,0,0,0
51030,830,65472,120,1128,70,90,971,160,2790,90,76,40,185,240,705,70,151
51031,6240,453623,810,9664,440,880,7382,1060,15937,610,466,270,1286,1640,4383,730,1595
51033,220,13829,30,108,60,30,368,50,690,0,0,0,0,40,114,20,37
51034,820,47978,100,949,110,80,962,200,2794,70,45,0,0,180,436,110,237
51035,750,53992,150,843,140,80,589,170,2925,50,36,20,77,170,495,70,144
51036,290,24295,70,324,70,30,291,40,571,20,5,0,0,80,257,30,68
51037,170,9671,0,0,30,0,0,40,581,0,0,0,0,40,116,0,0
51038,740,50833,120,1293,120,100,865,140,2014,60,45,0,0,190,495,70,186
51039,1190,89451,180,2071,110,160,1530,230,3633,130,76,40,101,340,943,120,274
51040,1590,91093,200,2107,100,260,2336,310,4405,110,78,40,145,360,877,280,606
51041,2810,233256,550,6557,190,340,3356,570,8762,330,264,300,1686,820,2602,210,414
51046,730,45746,120,1118,130,110,1140,170,2520,60,41,0,0,180,387,90,216
51047,310,19055,50,411,50,30,346,80,1051,20,7,0,0,70,151,30,62
51048,250,17103,30,68,40,40,347,50,835,0,0,0,0,70,227,30,73
51049,210,11564,20,53,30,30,227,50,817,0,0,0,0,30,99,20,32
51050,1200,85619,180,1484,240,150,1314,270,4493,110,68,30,106,320,918,120,263
51052,490,31194,60,184,30,80,711,80,1283,40,19,0,0,110,279,40,79
51053,490,33165,60,311,70,70,625,110,1633,50,40,0,0,120,308,70,135
51054,2760,207027,330,3331,40,360,3812,430,7105,260,189,180,803,870,2399,320,723
51055,700,46368,90,442,50,100,900,150,2505,60,39,20,55,170,468,70,156
51056,210,12409,0,0,40,40,308,40,636,0,0,0,0,50,107,20,38
